492 497 3 0 3 0 0 0 0 0.0 0.0
489 495 6 0 3 0 0 0 0 0.0 0.0
486 499 11 0 3 0 0 0 0 0.0 0.0
478 5 22 0 3 0 0 0 0 0.0 0.0
474 11 27 0 3 0 0 0 0 0.0 0.0
473 16 27 0 3 0 0 0 0 0.0 0.0
473 18 29 0 3 0 0 0 0 0.0 0.0
475 17 28 0 3 0 0 0 0 0.0 0.0
478 15 25 0 3 0 0 0 0 0.0 0.0
481 17 22 0 3 0 0 0 0 0.0 0.0
484 13 21 0 3 0 0 0 0 0.0 0.0
484 10 18 0 3 0 0 0 0 0.0 0.0
484 9 19 0 3 0 0 0 0 0.0 0.0
480 5 17 0 3 0 0 0 0 0.0 0.0
477 4 21 0 3 0 0 0 0 0.0 0.0
474 7 24 0 3 0 0 0 0 0.0 0.0
471 7 26 0 3 0 0 0 0 0.0 0.0
472 10 29 0 3 0 0 0 0 0.0 0.0
471 8 32 0 3 0 0 0 0 0.0 0.0
474 4 33 0 3 0 0 0 0 0.0 0.0
473 499 38 0 3 0 0 0 0 0.0 0.0
471 497 45 0 3 0 0 0 0 0.0 0.0
468 498 56 0 3 0 0 0 0 0.0 0.0
459 4 70 0 3 0 0 0 0 0.0 0.0
449 19 86 0 3 0 0 0 0 0.0 0.0
443 27 93 0 3 0 0 0 0 0.0 0.0
444 31 90 0 3 0 0 0 0 0.0 0.0
445 39 86 0 3 0 0 0 0 0.0 0.0
447 39 78 0 3 0 0 0 0 0.0 0.0
451 34 69 0 3 0 0 0 0 0.0 0.0
455 28 58 0 3 0 0 0 0 0.0 0.0
457 23 45 0 3 0 0 0 0 0.0 0.0
461 17 35 0 3 0 0 0 0 0.0 0.0
458 19 30 0 3 0 0 0 0 0.0 0.0
458 16 29 0 3 0 0 0 0 0.0 0.0
458 14 24 0 3 0 0 0 0 0.0 0.0
461 12 23 0 3 0 0 0 0 0.0 0.0
458 10 24 0 3 0 0 0 0 0.0 0.0
460 9 23 0 3 0 0 0 0 0.0 0.0
464 6 20 0 3 0 0 0 0 0.0 0.0
472 4 15 0 3 0 0 0 0 0.0 0.0
479 3 13 0 3 0 0 0 0 0.0 0.0
484 0 11 0 3 0 0 0 0 0.0 0.0
488 499 10 0 3 0 0 0 0 0.0 0.0
491 499 10 0 3 0 0 0 0 0.0 0.0
493 499 8 0 3 0 0 0 0 0.0 0.0
495 0 6 0 3 0 0 0 0 0.0 0.0
497 1 3 0 3 0 0 0 0 0.0 0.0
499 0 497 0 3 0 0 0 0 0.0 0.0
1 500 494 0 3 0 0 0 0 0.0 0.0
1 500 491 0 3 0 0 0 0 0.0 0.0
3 499 487 0 3 0 0 0 0 0.0 0.0
4 499 485 0 3 0 0 0 0 0.0 0.0
3 498 484 0 3 0 0 0 0 0.0 0.0
3 497 484 0 3 0 0 0 0 0.0 0.0
3 496 485 0 3 0 0 0 0 0.0 0.0
5 497 485 0 3 0 0 0 0 0.0 0.0
6 497 487 0 3 0 0 0 0 0.0 0.0
6 498 489 0 3 0 0 0 0 0.0 0.0
8 496 490 0 3 0 0 0 0 0.0 0.0
10 495 489 0 3 0 0 0 0 0.0 0.0
11 494 488 0 3 0 0 0 0 0.0 0.0
12 493 487 0 3 0 0 0 0 0.0 0.0
12 492 487 0 3 0 0 0 0 0.0 0.0
12 493 486 0 3 0 0 0 0 0.0 0.0
12 494 488 0 3 0 0 0 0 0.0 0.0
11 496 491 0 3 0 0 0 0 0.0 0.0
10 499 493 0 3 0 0 0 0 0.0 0.0
9 1 496 0 3 0 0 0 0 0.0 0.0
9 3 498 0 3 0 0 0 0 0.0 0.0
10 4 499 0 3 0 0 0 0 0.0 0.0
11 4 499 0 3 0 0 0 0 0.0 0.0
11 4 499 0 3 0 0 0 0 0.0 0.0
11 4 498 0 3 0 0 0 0 0.0 0.0
11 4 497 0 3 0 0 0 0 0.0 0.0
10 4 495 0 3 0 0 0 0 0.0 0.0
9 3 494 0 3 0 0 0 0 0.0 0.0
7 3 493 0 3 0 0 0 0 0.0 0.0
5 3 493 0 3 0 0 0 0 0.0 0.0
2 5 495 0 3 0 0 0 0 0.0 0.0
0 7 496 0 3 0 0 0 0 0.0 0.0
499 10 500 0 3 0 0 0 0 0.0 0.0
500 12 500 0 3 0 0 0 0 0.0 0.0
0 12 499 0 3 0 0 0 0 0.0 0.0
2 11 496 0 3 0 0 0 0 0.0 0.0
2 11 498 0 3 0 0 0 0 0.0 0.0
3 8 498 0 3 0 0 0 0 0.0 0.0
3 9 499 0 3 0 0 0 0 0.0 0.0
3 8 499 0 3 0 0 0 0 0.0 0.0
2 7 498 0 3 0 0 0 0 0.0 0.0
3 6 496 0 3 0 0 0 0 0.0 0.0
4 5 495 0 3 0 0 0 0 0.0 0.0
4 4 496 0 3 0 0 0 0 0.0 0.0
5 2 493 0 3 0 0 0 0 0.0 0.0
6 1 493 0 3 0 0 0 0 0.0 0.0
7 0 493 0 3 0 0 0 0 0.0 0.0
6 0 495 0 3 0 0 0 0 0.0 0.0
7 1 496 0 3 0 0 0 0 0.0 0.0
7 1 495 0 3 0 0 0 0 0.0 0.0
8 1 496 0 3 0 0 0 0 0.0 0.0
7 499 496 0 3 0 0 0 0 0.0 0.0
7 499 497 0 3 0 0 0 0 0.0 0.0
7 499 497 0 3 0 0 0 0 0.0 0.0
8 499 496 0 3 0 0 0 0 0.0 0.0
8 498 495 0 3 0 0 0 0 0.0 0.0
9 498 495 0 3 0 0 0 0 0.0 0.0
9 497 495 0 3 0 0 0 0 0.0 0.0
9 498 494 0 3 0 0 0 0 0.0 0.0
9 495 494 0 3 0 0 0 0 0.0 0.0
8 497 495 0 3 0 0 0 0 0.0 0.0
8 498 496 0 3 0 0 0 0 0.0 0.0
8 500 497 0 3 0 0 0 0 0.0 0.0
7 1 499 0 3 0 0 0 0 0.0 0.0
7 1 500 0 3 0 0 0 0 0.0 0.0
8 2 499 0 3 0 0 0 0 0.0 0.0
8 4 499 0 3 0 0 0 0 0.0 0.0
8 4 498 0 3 0 0 0 0 0.0 0.0
