22 112 65416 14040 57140 63968
234 112 65430 14104 57216 64076
232 105 65422 14004 57204 64012
221 121 65425 14088 57184 64252
251 136 65421 14008 57212 63960
210 136 65397 14040 57200 63976
217 137 65397 14064 57216 64052
214 105 65428 14060 57212 64004
211 137 65433 14120 57232 64132
213 126 65440 14044 57172 64056
220 136 65413 13988 57220 64144
222 133 65421 14004 57148 63940
203 139 65383 14112 57176 64052
204 125 65413 14092 57120 63920
224 129 65382 14044 57260 63980
218 132 65412 14024 57252 64004
180 132 65375 14036 57172 64208
207 136 65425 14308 57244 64040
236 124 65426 13968 57200 64004
1 139 65413 14044 57188 63988
256 140 65407 14060 57208 63952
191 134 65420 14008 57224 64012
223 153 65423 14076 57140 64064
243 140 65411 14004 57216 63756
210 137 65423 14056 57208 64032
223 133 65432 14124 57208 64048
216 149 65431 14024 57204 64084
238 126 65426 14096 57160 64000
228 166 65427 14080 57164 64044
219 164 65401 14332 57220 64040
220 125 65423 14056 57192 64084
196 198 65387 14104 57240 64000
237 147 65403 14052 57244 64032
232 103 65404 14040 57232 64048
220 162 65416 14108 57224 64204
251 152 65402 14100 57248 64000
220 149 65403 14104 57188 64036
238 137 65407 14064 57200 63960
225 138 65404 14000 57192 64032
236 106 65425 14104 57140 64252
217 119 65436 13992 57220 63988
235 136 65420 14040 57232 64108
217 121 65445 14076 57208 64044
215 165 65403 14152 57200 64032
230 125 65398 14016 57164 64116
218 129 65430 14032 57240 64032
508 149 65427 14048 57212 64004
253 144 65437 14088 57160 63964
199 146 65395 14320 57208 63972
217 145 65406 13972 57204 63760
199 147 65410 14048 57196 63940
243 131 65408 14072 57152 64008
251 149 65434 14020 57240 64224
228 118 65396 13860 57184 64000
227 130 65428 14044 57192 63920
242 152 65410 14052 57180 63984
199 152 65386 14048 57220 64104
245 148 65394 14068 57204 64016
247 134 65386 13832 57220 64128
214 132 65411 14084 57248 63984
235 139 65424 14064 57204 64076
503 144 65429 14080 57212 64040
258 113 65426 14040 57252 63768
205 122 65420 14076 57184 64092
241 136 65422 14060 57172 63900
205 129 65437 14064 57196 64000
206 106 65377 14308 57188 64056
230 137 65396 14048 57232 64028
229 141 65393 14028 57220 63924
214 127 65423 14044 57300 64068
210 142 65435 14032 57196 64252
234 136 65396 14040 57224 64096
210 165 65395 14048 57172 64016
232 125 65419 14048 57212 64056
237 169 65420 14012 57216 64052
201 147 65407 14024 57184 64240
246 159 65436 14040 57216 64056
211 177 65394 14084 57200 63996
242 135 65413 14068 57216 64008
235 153 65410 14064 57264 63992
234 115 65426 14000 57252 64060
232 150 65385 14084 57200 64080
216 128 65419 14324 57212 64100
205 131 65409 14040 57212 64028
228 124 65359 13980 57184 63972
225 125 65400 14072 57232 64124
232 142 65430 14024 57172 64248
240 136 65414 14044 57204 63980
225 147 65459 13824 57232 64052
237 145 65386 14036 57220 64192
199 152 65411 14080 57248 64008
214 131 65382 14052 57224 64172
228 133 65405 14032 57200 64024
228 107 65397 13856 57212 64032
3 137 65410 14076 57200 64044
230 141 65428 14060 57188 63992
203 153 65439 13840 57212 64024
235 109 65407 14020 57172 63968
213 162 65408 14032 57224 64008
232 163 65409 14048 57256 64108
241 126 65396 14104 57196 64016
206 126 65412 14012 57184 64140
240 124 65439 14040 57240 64036
205 146 65418 14304 57184 63964
214 130 65409 14056 57200 64252
244 150 65403 14104 57220 64048
2 158 65411 14068 57128 64072
204 139 65403 14052 57212 64012
210 111 65439 14052 57216 64024
236 139 65382 14072 57168 64180
217 178 65452 14024 57220 64028
233 139 65417 14056 57204 64100
242 133 65408 14096 57144 64212
248 145 65411 14096 57244 63956
234 132 65408 13824 57200 64120
243 158 65393 14044 57196 64024
208 131 65413 14096 57204 64056
251 110 65424 14024 57148 64004
208 109 65473 14080 57276 64036
215 138 65450 13828 57164 64060
217 130 65403 14084 57160 64084
231 136 65389 14324 57240 64040
509 125 65422 14056 57292 64036
216 120 65408 14076 57220 63952
217 141 65409 14096 57224 64076
209 145 65416 14020 57176 64024
235 144 65420 14120 57196 64044
238 111 65426 14052 57248 63944
246 113 65424 14096 57232 64140
226 129 65421 14052 57176 64012
263 117 65429 13968 57188 64016
222 159 65374 14060 57228 64032
228 139 65438 14036 57232 64068
231 130 65423 14076 57188 63976
233 93 65391 14044 57192 64052
222 132 65420 14028 57184 64068
228 144 65417 13860 57132 64068
196 123 65417 14036 57236 63796
215 115 65400 14292 57228 64096
213 130 65428 14056 57232 64196
234 123 65429 14052 57204 64064
236 153 65428 14068 57264 64124
249 152 65415 14112 57216 63804
217 117 65394 14088 57252 64032
227 151 65397 14052 57212 64004
221 121 65410 13944 57284 64052
215 146 65416 14060 57240 64052
228 132 65408 14148 57228 64148
202 169 65407 14044 57176 63992
231 116 65409 14024 57264 64104
223 165 65407 14024 57236 64036
251 137 65411 14304 57156 64004
188 136 65413 13824 57200 64092
229 155 65417 14064 57252 64116
207 119 65430 14276 57264 64240
250 125 65420 13968 57256 63980
219 148 65399 14084 57240 64000
249 102 65417 13840 57188 64024
234 113 65409 14124 57244 64008
217 147 65421 14096 57232 63744
217 145 65430 14052 57232 64124
229 151 65425 14320 57192 64184
227 141 65424 14084 57264 64084
221 122 65413 14052 57220 64100
222 140 65405 14040 57184 64048
234 139 65416 14036 57256 64048
218 108 65397 14060 57168 64252
235 142 65438 14096 57212 63764
210 135 65421 14096 57240 64052
226 134 65410 14036 57152 64000
209 129 65425 14024 57176 63948
243 130 65426 14124 57184 64028
251 127 65395 14000 57224 64052
5 158 65382 14328 57212 63988
223 133 65387 13860 57176 63952
245 158 65395 14076 57224 64084
215 154 65416 14100 57204 64128
193 125 65409 14024 57232 64040
222 148 65449 14044 57200 64076
238 154 65430 14020 57176 63756
4 137 65437 14084 57168 63984
232 149 65423 13824 57180 64120
217 149 65391 14044 57236 63996
232 122 65379 14020 57220 64092
213 130 65414 14020 57224 64096
210 124 65437 13840 57236 64052
198 157 65408 13856 57192 64120
228 114 65413 14064 57200 64004
217 140 65410 14016 57228 64020
227 151 65403 14112 57224 64000
206 129 65417 14056 57236 64088
225 136 65415 14020 57204 64056
195 137 65419 13968 57168 64020
224 131 65453 14060 57180 63944
237 139 65444 14056 57196 63936
241 144 65416 14024 57216 64028
247 170 65430 14000 57232 64080
2 134 65437 14016 57244 64020
232 130 65379 14036 57224 64092
228 132 65388 14032 57264 64024
232 140 65423 14304 57244 63968
235 147 65401 14092 57172 63960
215 148 65439 14064 57244 64052
221 145 65454 14296 57200 63996
227 137 65449 14060 57172 64244
196 125 65430 13832 57200 64148
222 113 65414 13824 57212 64068
206 154 65431 14012 57304 64048
241 136 65415 14088 57200 64060
241 136 65383 14060 57196 64024
223 121 65389 14096 57220 64056
225 162 65397 14080 57268 64104
210 129 65435 14100 57216 64028
228 122 65388 14028 57208 63888
208 142 65401 14076 57192 64152
207 147 65418 14072 57220 64040
229 152 65409 14080 57236 63776
223 160 65388 14092 57168 64036
218 117 65408 14292 57188 64020
260 150 65408 14036 57216 64240
257 134 65426 14056 57220 64040
243 128 65397 14304 57200 64000
231 132 65387 14020 57212 63984
221 167 65391 14028 57204 64100
216 163 65373 14084 57236 64132
212 134 65397 14116 57176 63880
228 119 65419 14064 57252 63968
239 146 65408 14304 57248 64072
209 113 65427 14100 57192 64024
234 141 65420 14060 57200 63976
232 147 65416 13832 57176 64084
212 112 65414 14084 57232 64076
227 125 65368 14064 57228 64084
215 150 65409 14080 57212 64072
220 134 65423 14080 57256 64000
223 122 65448 14100 57248 64076
197 115 65427 14324 57172 64044
222 90 65401 13980 57220 64052
232 153 65395 13832 57168 64016
233 138 65379 14060 57232 63824
224 150 65389 14000 57152 64048
213 113 65423 14076 57164 64008
215 151 65418 14072 57172 64252
252 133 65406 14096 57220 63956
211 120 65409 14120 57196 64040
213 123 65409 14064 57252 64036
205 144 65385 14056 57160 64104
242 147 65387 14096 57188 64080
241 164 65418 14056 57232 64208
206 123 65391 14072 57260 64112
224 131 65425 14296 57252 64008
230 142 65416 14084 57252 64136
229 143 65456 14056 57164 64104
218 147 65419 14056 57196 63940
200 125 65402 14044 57160 64012
188 161 65399 14036 57272 64044
239 163 65416 14028 57160 64092
234 130 65428 14092 57212 64016
236 149 65449 14064 57180 64108
202 135 65444 13832 57220 64068
