488 5 1 3 3 0 0 0 0 45.0 45.0
488 6 3 3 3 0 0 0 0 45.0 45.0
488 6 2 3 3 0 0 0 0 45.0 45.0
488 6 2 3 3 0 0 0 0 45.0 45.0
488 5 0 3 3 0 0 0 0 45.0 45.0
490 5 0 3 3 0 0 0 0 45.0 45.0
490 7 499 3 3 0 0 0 0 45.0 45.0
496 1 497 3 3 0 0 0 0 45.0 45.0
498 2 497 3 3 0 0 0 0 45.0 45.0
498 0 499 3 3 0 0 0 0 45.0 45.0
499 0 499 3 3 0 0 0 0 45.0 45.0
0 499 499 3 3 0 0 0 0 45.0 45.0
1 498 498 3 3 0 0 0 0 45.0 45.0
2 497 496 3 3 0 0 0 0 45.0 45.0
2 497 495 3 3 0 0 0 0 45.0 45.0
2 497 494 3 3 0 0 0 0 45.0 45.0
2 497 494 3 3 0 0 0 0 45.0 45.0
2 497 495 3 3 0 0 0 0 45.0 45.0
3 498 495 3 3 0 0 0 0 45.0 45.0
4 498 494 3 3 0 0 0 0 45.0 45.0
4 498 495 3 3 0 0 0 0 45.0 45.0
4 497 496 3 3 0 0 0 0 45.0 45.0
3 498 497 3 3 0 0 0 0 45.0 45.0
2 498 498 3 3 0 0 0 0 45.0 45.0
2 498 497 3 3 0 0 0 0 45.0 45.0
2 498 497 3 3 0 0 0 0 45.0 45.0
2 498 496 3 3 0 0 0 0 45.0 45.0
3 498 496 3 3 0 0 0 0 45.0 45.0
1 500 497 3 3 0 0 0 0 45.0 45.0
1 499 497 3 3 0 0 0 0 45.0 45.0
2 498 496 3 3 0 0 0 0 45.0 45.0
2 499 497 3 3 0 0 0 0 45.0 45.0
3 499 498 3 3 0 0 0 0 45.0 45.0
3 498 498 3 3 0 0 0 0 45.0 45.0
4 497 497 3 3 0 0 0 0 45.0 45.0
4 498 498 3 3 0 0 0 0 45.0 45.0
2 499 0 3 3 0 0 0 0 45.0 45.0
1 499 0 3 3 0 0 0 0 45.0 45.0
1 499 499 3 3 0 0 0 0 45.0 45.0
3 499 498 3 3 0 0 0 0 45.0 45.0
1 499 498 3 3 0 0 0 0 45.0 45.0
0 500 497 3 3 0 0 0 0 45.0 45.0
0 0 497 3 3 0 0 0 0 45.0 45.0
0 0 497 3 3 0 0 0 0 45.0 45.0
0 500 497 3 3 0 0 0 0 45.0 45.0
1 500 498 3 3 0 0 0 0 45.0 45.0
1 499 497 3 3 0 0 0 0 45.0 45.0
1 499 498 3 3 0 0 0 0 45.0 45.0
0 499 500 3 3 0 0 0 0 45.0 45.0
498 499 499 3 3 0 0 0 0 45.0 45.0
0 499 500 3 3 0 0 0 0 45.0 45.0
0 499 497 3 3 0 0 0 0 45.0 45.0
0 499 498 3 3 0 0 0 0 45.0 45.0
499 499 498 3 3 0 0 0 0 45.0 45.0
497 499 498 3 3 0 0 0 0 45.0 45.0
