212 116 65385 16228 392 61756
190 120 65437 16220 480 61804
206 124 65443 16176 420 61836
212 127 65416 16188 396 61928
219 153 65386 16280 436 61912
216 111 65417 16224 472 61820
231 158 65401 16180 408 61880
216 115 65402 16156 452 61888
249 142 65420 16148 476 61800
216 109 65395 16160 496 61852
4 177 65408 16200 468 61884
232 128 65465 16196 484 61800
217 141 65428 16236 416 61868
215 137 65432 16252 444 61776
235 147 65427 16256 508 61772
187 134 65389 16244 436 61920
239 139 65390 16232 448 61924
235 105 65425 16180 404 62124
230 127 65418 16244 448 61816
220 126 65460 16220 428 61696
220 121 65419 16200 472 61828
221 122 65425 16168 432 61844
2 128 65402 16184 472 61836
200 119 65418 16216 484 61932
208 105 65425 16156 448 61900
211 179 65427 16172 408 61908
188 140 65424 16164 428 61832
205 138 65428 16184 432 61816
240 105 65412 16244 416 61860
240 155 65414 16172 440 61856
216 114 65398 16188 424 61736
233 137 65427 16204 432 61844
212 118 65435 16164 500 61880
211 163 65445 16256 484 61816
184 159 65391 16264 420 61864
248 135 65421 16208 472 61876
225 136 65425 16168 456 61828
211 125 65451 16208 460 61796
199 150 65428 16184 488 61880
199 159 65441 16192 484 61856
214 136 65419 16152 464 61852
186 112 65427 16180 468 61700
213 135 65413 16168 452 61808
211 115 65455 16244 440 61868
220 131 65433 16208 416 61892
211 154 65408 16176 432 61848
202 146 65435 16180 452 61700
244 118 65413 16248 452 61848
229 145 65460 16200 460 61828
238 147 65433 16188 412 61868
230 118 65427 16172 484 61932
219 135 65437 16192 444 61836
212 107 65442 16144 424 61832
224 150 65422 16164 452 61820
228 150 65406 16172 424 62144
237 137 65465 16164 468 61884
200 143 65409 16256 452 61832
221 118 65400 16240 484 61836
227 137 65439 16180 468 61840
212 125 65464 16164 440 61820
223 139 65436 16236 428 61768
234 158 65431 16200 468 61872
200 149 65419 16188 472 61856
221 135 65435 16212 452 61824
234 136 65446 16180 436 61852
197 133 65429 16180 468 61888
213 137 65420 16176 432 61856
200 129 65427 16208 456 61788
210 141 65416 16180 496 61864
206 121 65422 16172 480 61908
211 113 65428 16184 456 61808
247 106 65424 16152 256 61796
211 140 65399 16208 476 61940
269 129 65434 16224 500 61816
236 148 65447 16204 488 61904
209 133 65429 16240 492 61752
240 153 65460 16224 440 61840
237 120 65415 16184 392 62180
206 140 65421 16248 460 61768
206 152 65395 16188 444 61868
