1 0 1 1736 64472 16484 0 0 0 1.49435008556 75.5820223768
1 1 2 1968 64312 16460 0 0 0 1.6980510851 75.5459223556
1 1 2 1996 64476 16008 0 0 0 1.72093858276 75.9529191457
1 0 3 2100 64756 15652 0 0 0 1.80546309425 76.2946241526
0 498 499 2400 64528 15968 0 0 0 2.06771724292 75.9509265031
0 498 499 2264 64500 16028 0 0 0 1.95101333288 75.9118423315
0 498 500 2364 64400 16484 0 0 0 2.03667197953 75.5019367206
0 498 0 2264 64304 16396 0 0 0 1.95395795062 75.5656408775
1 499 0 2272 64468 16544 0 0 0 1.95509998416 75.4777431275
2 498 1 2476 64104 16604 0 0 0 2.1413390175 75.324900381
3 497 0 2264 64220 16368 0 0 0 1.95655971276 75.5707577998
3 497 0 2136 64444 15980 0 0 0 1.84261304314 75.9544482151
3 497 0 2164 64444 15844 0 0 0 1.86766656143 76.0641315085
2 496 0 2164 64480 15672 0 0 0 1.86783174823 76.2143388039
1 496 0 2124 64712 15588 0 0 0 1.82766724707 76.335978753
0 496 500 2340 64564 15724 0 0 0 2.01677118113 76.1675958715
499 496 499 2552 64240 16284 0 0 0 2.20526235412 75.6094297241
4 0 498 1944 64640 16552 0 0 0 1.66879862706 75.5426058637
1 498 500 2444 64032 16836 0 0 0 2.11404297129 75.1210023623
3 497 500 2412 64556 16076 0 0 0 2.07638663394 75.866116654
2 499 1 2532 64584 15440 0 0 0 2.18364469039 76.381798248
0 498 1 3000 64512 15880 0 0 0 2.58543820072 75.9362662632
1 0 498 2912 64420 16136 0 0 0 2.51073853448 75.7198772665
1 499 498 2476 64312 16340 0 0 0 2.13695836207 75.5882873131
1 499 498 2472 64284 16592 0 0 0 2.13237297799 75.3746209128
2 499 498 2644 64224 16588 0 0 0 2.28262002562 75.3429575653
2 499 498 2544 64492 15912 0 0 0 2.19325747741 75.9712125516
3 499 498 2560 64584 15528 0 0 0 2.20708741454 76.3052519148
1 500 498 2340 64612 15692 0 0 0 2.01558683899 76.2039454334
0 0 498 2776 64412 15992 0 0 0 2.39515332164 75.8565199988
0 0 498 2344 64272 16548 0 0 0 2.02274109746 75.4237233416
0 500 498 2372 64180 16636 0 0 0 2.04895179098 75.3276134719
1 499 499 2020 64300 16624 0 0 0 1.74212422853 75.402185436
1 499 499 2068 64340 16172 0 0 0 1.78545342623 75.7806150061
2 499 499 2452 64492 16324 0 0 0 2.11084335024 75.6430179289
2 498 498 2400 64012 16052 0 0 0 2.08275569373 75.7723280876
2 499 499 2476 64624 15960 0 0 0 2.13021314221 75.9679966672
2 0 500 2508 64388 16004 0 0 0 2.16481729172 75.8780919666
1 499 0 2504 64444 16236 0 0 0 2.15777285331 75.6988432745
1 499 499 2640 64464 16212 0 0 0 2.27438545004 75.7051094763
1 498 499 2600 64260 15908 0 0 0 2.24913860628 75.9183900797
1 498 499 2380 64500 15984 0 0 0 2.05122041668 75.9343159274
1 499 498 2580 64540 16332 0 0 0 2.21931038219 75.6304259247
1 498 498 2520 64552 16208 0 0 0 2.16835592428 75.7428178542
0 498 498 2464 64368 16384 0 0 0 2.12452810759 75.5654733441
1 499 499 2524 64284 16476 0 0 0 2.17813306735 75.463886646
1 499 499 2488 64368 16200 0 0 0 2.14666010803 75.7144248339
1 499 498 2368 64516 15664 0 0 0 2.04275119448 76.2039113036
0 499 499 2648 64416 15864 0 0 0 2.2857573547 75.9809341547
1 499 498 2376 64604 15696 0 0 0 2.04677976021 76.1945200121
