1 2 496 3 3 0 0 0 0 0.785398163397 0.785398163397
1 3 499 3 3 0 0 0 0 0.785398163397 0.785398163397
0 2 0 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
4 0 499 3 3 0 0 0 0 0.785398163397 0.785398163397
4 499 498 3 3 0 0 0 0 0.785398163397 0.785398163397
4 0 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 2 499 3 3 0 0 0 0 0.785398163397 0.785398163397
0 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
0 4 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 4 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 3 497 3 3 0 0 0 0 0.785398163397 0.785398163397
3 2 497 3 3 0 0 0 0 0.785398163397 0.785398163397
3 4 498 3 3 0 0 0 0 0.785398163397 0.785398163397
0 4 499 3 3 0 0 0 0 0.785398163397 0.785398163397
0 4 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 4 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 4 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 2 497 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 497 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 497 3 3 0 0 0 0 0.785398163397 0.785398163397
1 1 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 1 497 3 3 0 0 0 0 0.785398163397 0.785398163397
0 2 497 3 3 0 0 0 0 0.785398163397 0.785398163397
0 1 497 3 3 0 0 0 0 0.785398163397 0.785398163397
0 1 497 3 3 0 0 0 0 0.785398163397 0.785398163397
1 0 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 0 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 2 500 3 3 0 0 0 0 0.785398163397 0.785398163397
3 1 498 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 498 3 3 0 0 0 0 0.785398163397 0.785398163397
2 3 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 4 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 5 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 5 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 4 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 5 497 3 3 0 0 0 0 0.785398163397 0.785398163397
2 2 497 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 498 3 3 0 0 0 0 0.785398163397 0.785398163397
3 1 498 3 3 0 0 0 0 0.785398163397 0.785398163397
2 0 499 3 3 0 0 0 0 0.785398163397 0.785398163397
3 498 498 3 3 0 0 0 0 0.785398163397 0.785398163397
4 497 497 3 3 0 0 0 0 0.785398163397 0.785398163397
4 496 497 3 3 0 0 0 0 0.785398163397 0.785398163397
4 497 497 3 3 0 0 0 0 0.785398163397 0.785398163397
4 499 499 3 3 0 0 0 0 0.785398163397 0.785398163397
4 499 500 3 3 0 0 0 0 0.785398163397 0.785398163397
4 499 0 3 3 0 0 0 0 0.785398163397 0.785398163397
4 499 0 3 3 0 0 0 0 0.785398163397 0.785398163397
5 0 0 3 3 0 0 0 0 0.785398163397 0.785398163397
4 0 500 3 3 0 0 0 0 0.785398163397 0.785398163397
2 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
3 1 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 2 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 2 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 3 499 3 3 0 0 0 0 0.785398163397 0.785398163397
2 2 498 3 3 0 0 0 0 0.785398163397 0.785398163397
2 3 498 3 3 0 0 0 0 0.785398163397 0.785398163397
1 2 499 3 3 0 0 0 0 0.785398163397 0.785398163397
1 3 499 3 3 0 0 0 0 0.785398163397 0.785398163397
