498 497 1 9060 8364 11276 0 0 0 0.573083038975 0.524257906514 36.5848114667 32.851893954
498 496 1 9228 8480 11120 0 0 0 0.583286530295 0.530686926786 37.3477122152 33.4368074691
499 497 1 9236 8524 11092 0 0 0 0.583536589087 0.533446469586 37.5606634456 33.4511420496
499 499 1 9316 8560 10848 0 0 0 0.593176204465 0.539415310511 38.2958750342 34.0037314662
499 0 1 9292 8376 10680 0 0 0 0.600319936208 0.534276314921 38.1253416914 34.4132447508
498 2 0 9328 8548 10576 0 0 0 0.601238404444 0.544936455039 38.9664602262 34.4658957962
497 4 0 9240 8544 10684 0 0 0 0.59404423499 0.543992729559 38.6689463016 34.0534911778
497 4 500 9220 8660 10820 0 0 0 0.587040870203 0.547152125161 38.6923367996 33.6520244065
498 2 499 9212 8624 10684 0 0 0 0.590944697288 0.548705579926 38.9297992403 33.8758106726
499 2 498 9300 8728 10712 0 0 0 0.592413413033 0.551566851798 39.1925744663 33.9600045688
498 2 498 9164 8496 10772 0 0 0 0.588901758197 0.540960188246 38.2826575118 33.7586995145
499 2 498 9092 8732 10712 0 0 0 0.581896955859 0.556064535388 39.2054371433 33.3571503358
498 3 497 8932 8732 10920 0 0 0 0.56847901522 0.554239119505 38.6666110564 32.5879690253
499 3 498 8744 8720 11312 0 0 0 0.549343890836 0.547664416292 37.6463778 31.4910510671
499 2 500 8464 8628 11248 0 0 0 0.538257959747 0.549867277612 37.5097362808 30.8555518326
499 1 0 8796 8708 11176 0 0 0 0.555599128509 0.549399838615 37.9438754358 31.8496315706
499 0 1 8812 8724 11180 0 0 0 0.55600283388 0.549809223784 37.9849565208 31.8727739167
499 498 1 8892 8932 10960 0 0 0 0.561408282531 0.56423992645 39.198649616 32.1826403999
498 496 1 8724 8788 10812 0 0 0 0.559418459061 0.564018513692 39.1240657075 32.0685740863
0 497 2 8848 8492 10508 0 0 0 0.579812642206 0.553683238618 38.9630305124 33.2376673876
3 497 2 8912 8812 10660 0 0 0 0.572404277733 0.565190663335 39.5986280855 32.8129840739
0 493 3 8952 8668 10740 0 0 0 0.575407604871 0.554964265363 38.9259126257 32.9851493238
2 490 2 9252 8676 10200 0 0 0 0.604608128513 0.562201893635 40.4045808549 34.6590646918
3 491 3 9476 8788 10000 0 0 0 0.618601325111 0.567817337829 41.3299584062 35.4612224586
3 493 1 9496 8804 10348 0 0 0 0.610008726948 0.559930889659 40.41137162 34.9686531372
2 492 0 9564 8460 10288 0 0 0 0.622727005408 0.542088206635 39.4510510111 35.6977264246
2 494 1 9704 8628 10464 0 0 0 0.6210593957 0.543780736904 39.5270277598 35.6021309637
2 497 499 9428 8588 10620 0 0 0 0.604183900221 0.543898511988 38.9809445773 34.6347458725
3 497 499 9304 8500 10852 0 0 0 0.593718651931 0.536467382411 38.0896921755 34.0348271808
4 496 498 9340 8656 10776 0 0 0 0.594252971623 0.545548793363 38.7934137107 34.065456972
4 497 499 9484 8504 10616 0 0 0 0.608874323531 0.538494719598 38.7162751422 34.9036236419
3 499 499 9508 8528 10700 0 0 0 0.607288972521 0.53730946812 38.5747286219 34.8127436477
3 500 498 9216 8608 10592 0 0 0 0.593905679189 0.549996166698 39.1202072313 34.0455484885
3 2 498 9316 8528 10584 0 0 0 0.600855330504 0.543959267632 38.8796500961 34.4439361435
3 3 498 9096 8504 11004 0 0 0 0.579221794457 0.537218003111 37.7163246925 33.2037971345
3 2 497 9044 8536 10900 0 0 0 0.578656886412 0.542385622923 38.0844872381 33.1714138707
3 2 497 9152 8580 10944 0 0 0 0.582058809941 0.541457827302 38.1154577213 33.3664285953
4 499 497 8836 8564 10992 0 0 0 0.565128034553 0.545726061577 37.9418219591 32.3958745922
3 498 498 8972 8652 10972 0 0 0 0.570801655388 0.548064193196 38.2770451743 32.7211140031
3 499 498 9072 8584 10536 0 0 0 0.588608348125 0.553113031736 39.190620725 33.7418798288
2 0 497 9020 8616 10636 0 0 0 0.582657853409 0.553420311342 39.0299913433 33.4007686668
1 0 498 9136 8644 10844 0 0 0 0.582537034964 0.547456852285 38.5787068359 33.3938427686
1 499 498 9096 8528 10992 0 0 0 0.579050370132 0.538743186082 37.8248078935 33.1939702623
0 500 0 8976 8456 10768 0 0 0 0.580298527276 0.542771189007 38.1615301531 33.2655206719
0 0 1 8836 8472 10892 0 0 0 0.569554030911 0.543391327526 37.8956518163 32.6495941287
0 499 0 8872 8544 11044 0 0 0 0.566033206602 0.542713467404 37.7458452201 32.4477634358
500 499 0 8848 8436 10856 0 0 0 0.571838351818 0.542150482267 37.8693271536 32.7805424609
499 499 0 8728 8508 10732 0 0 0 0.567393862271 0.551410705029 38.4257805574 32.5257628054
499 497 499 9156 8644 10548 0 0 0 0.591264322515 0.554173805627 39.3542901031 33.8941331378
499 496 499 9112 8576 10420 0 0 0 0.593884358318 0.554675822883 39.4755073741 34.044326273
499 496 499 9204 8612 10340 0 0 0 0.599888234755 0.556524586465 39.8104889769 34.3884975337
499 496 497 9460 8696 10472 0 0 0 0.607349757421 0.552249167536 39.7265459139 34.8162281324
499 495 496 9544 8740 10908 0 0 0 0.599094923954 0.542632260698 38.7229711307 34.3430211184
499 496 496 9420 8616 10964 0 0 0 0.594122385772 0.537516389318 38.1811983929 34.0579711589
499 500 495 9724 8660 10844 0 0 0 0.6111937617 0.536412133045 38.6303884089 35.0365850656
498 2 495 9828 8908 11244 0 0 0 0.600666116669 0.537842663975 38.4073114779 34.4330894906
